Battleground,Faction,Class,KB,D,HK,DD,HD,Win,Rol
Temple of Kotmogu,Alliance,Druid,0,2,45,1214,148000,1,heal
Temple of Kotmogu,Alliance,Paladin,4,5,33,43566,16431,1,dps
Temple of Kotmogu,Horde,Paladin,6,5,15,68941,13718,0,dps
Temple of Kotmogu,Horde,Monk,0,5,15,7327,68031,0,heal
Temple of Kotmogu,Horde,Priest,0,5,16,7564,56718,0,heal
Temple of Kotmogu,Alliance,Paladin,10,0,45,112000,13972,1,dps
Temple of Kotmogu,Alliance,Death Knight,4,4,7,38219,15746,0,dps
Temple of Kotmogu,Horde,Druid,5,0,28,52396,2930,1,dps
Temple of Kotmogu,Horde,Demon Hunter,3,1,27,46365,7870,1,dps
Temple of Kotmogu,Alliance,Rogue,0,3,5,31066,1719,0,dps
Temple of Kotmogu,Alliance,Druid,0,4,6,0,13970,0,heal
Temple of Kotmogu,Horde,Shaman,5,1,25,42286,2712,1,dps
Temple of Kotmogu,Alliance,Warlock,1,3,5,27484,13215,0,dps
Temple of Kotmogu,Horde,Shaman,1,1,24,8657,52124,1,heal
Temple of Kotmogu,Horde,Druid,2,3,25,33509,2088,1,dps
Temple of Kotmogu,Horde,Druid,1,0,28,406,64450,1,heal
Temple of Kotmogu,Horde,Shaman,1,1,27,9464,2763,1,dps
Temple of Kotmogu,Alliance,Druid,0,2,7,2063,40445,0,heal
Temple of Kotmogu,Horde,Warlock,5,0,28,10778,10348,1,dps
Temple of Kotmogu,Alliance,Warlock,1,3,8,29871,8665,0,dps
Temple of Kotmogu,Alliance,Hunter,0,4,9,31992,4936,0,dps
Temple of Kotmogu,Alliance,Druid,3,3,7,37162,0,0,dps
Temple of Kotmogu,Horde,Warlock,2,2,24,29638,11409,1,dps
Temple of Kotmogu,Horde,Shaman,3,0,28,33035,2586,1,dps
Twin peaks,Alliance,Mage,2,5,22,39242,9367,1,dps
Twin peaks,Horde,Death Knight,2,3,26,51619,24932,0,dps
Twin peaks,Alliance,Paladin,6,2,25,68171,34875,1,dps
Twin peaks,Horde,Death Knight,3,5,24,53592,24945,0,dps
Twin peaks,Horde,Demon Hunter,2,0,6,4097,364,0,dps
Twin peaks,Horde,Rogue,3,2,20,25978,3870,0,dps
Twin peaks,Horde,Warrior,9,3,26,73437,8642,0,dps
Twin peaks,Alliance,Warrior,7,5,21,47444,16769,1,dps
Twin peaks,Alliance,Priest,0,4,14,3526,67786,1,heal
Twin peaks,Horde,Shaman,1,4,26,7115,36536,0,heal
Twin peaks,Alliance,Demon Hunter,2,4,24,38766,8644,1,dps
Twin peaks,Horde,Priest,1,3,27,12857,92572,0,heal
Twin peaks,Horde,Shaman,2,0,26,58009,24073,0,dps
Twin peaks,Alliance,Demon Hunter,1,0,15,13877,17792,1,dps
Twin peaks,Alliance,Death Knight,5,5,25,74727,22558,1,dps
Twin peaks,Horde,Mage,1,1,26,52507,5499,0,dps
Twin peaks,Alliance,Priest,0,2,20,4501,31591,1,heal
Twin peaks,Horde,Druid,1,2,12,26032,2450,0,dps
Twin peaks,Alliance,Hunter,2,1,21,25127,5880,1,dps
Twin peaks,Alliance,Druid,1,2,11,33671,2135,1,dps
Twin peaks,Alliance,Warrior,6,5,12,47277,9852,0,dps
Twin peaks,Alliance,Mage,1,7,7,50145,28130,0,dps
Twin peaks,Horde,Rogue,4,3,52,90104,15484,1,dps
Twin peaks,Horde,Priest,0,0,57,11663,138000,1,heal
Twin peaks,Alliance,Druid,1,8,10,1578,147000,0,heal
Twin peaks,Alliance,Warlock,1,8,9,75206,39038,0,dps
Twin peaks,Alliance,Warlock,0,4,7,109000,49288,0,dps
Twin peaks,Horde,Shaman,0,1,48,26491,118000,1,heal
Twin peaks,Alliance,Monk,2,8,13,42610,36938,0,dps
Twin peaks,Alliance,Priest,2,9,11,89016,33941,0,dps
Twin peaks,Horde,Priest,10,4,47,157000,56731,1,dps
Twin peaks,Alliance,Hunter,0,0,0,3941,178,0,dps
Twin peaks,Horde,Death Knight,11,1,52,89787,16441,1,dps
Twin peaks,Alliance,Demon Hunter,0,1,1,4913,1335,0,dps
Twin peaks,Horde,Warlock,1,3,40,28747,23714,1,dps
Twin peaks,Alliance,Hunter,0,5,3,20027,3637,0,dps
Twin peaks,Horde,Druid,12,1,57,158000,13356,1,dps
Twin peaks,Horde,Shaman,10,0,49,90549,7801,1,dps
Twin peaks,Horde,Monk,9,1,40,69888,30905,1,dps
Twin peaks,Horde,Death Knight,8,1,40,53469,19973,1,dps
Arathi basin,Horde,Paladin,12,1,54,95674,23607,1,dps
Arathi basin,Alliance,Mage,0,6,12,21334,4787,0,dps
Arathi basin,Horde,Demon Hunter,2,1,41,16147,4255,1,dps
Arathi basin,Alliance,Mage,4,6,16,61251,16135,0,dps
Arathi basin,Alliance,Monk,0,2,4,3618,31740,0,heal
Arathi basin,Horde,Shaman,3,4,41,26924,108000,1,heal
Arathi basin,Horde,Death Knight,7,0,60,127000,20905,1,dps
Arathi basin,Alliance,Rogue,3,3,14,38447,12744,0,dps
Arathi basin,Horde,Mage,7,1,44,70343,4129,1,dps
Arathi basin,Alliance,Death Knight,1,4,6,61488,61246,0,dps
Arathi basin,Alliance,Hunter,0,6,12,120000,12055,0,dps
Arathi basin,Horde,Druid,0,0,59,5372,79191,1,heal
Arathi basin,Alliance,Paladin,0,8,11,101000,8543,0,dps
Arathi basin,Alliance,Monk,3,5,11,73221,50848,0,dps
Arathi basin,Alliance,Monk,0,4,5,19469,14544,0,dps
Arathi basin,Horde,Rogue,3,4,17,70258,11655,1,dps
Arathi basin,Alliance,Warlock,1,5,14,68921,10064,0,dps
Arathi basin,Horde,Shaman,5,5,54,140000,13870,1,dps
Arathi basin,Alliance,Warlock,6,6,13,115000,50470,0,dps
Arathi basin,Horde,Death Knight,10,3,54,100000,26222,1,dps
Arathi basin,Alliance,Rogue,3,2,8,33930,4180,0,dps
Arathi basin,Horde,Priest,3,1,44,49191,160000,1,heal
Arathi basin,Horde,Shaman,1,2,56,15056,183000,1,heal
Arathi basin,Alliance,Warlock,5,4,21,177000,67751,0,dps
Arathi basin,Horde,Paladin,7,1,56,50181,17131,1,dps
Arathi basin,Horde,Paladin,2,1,50,29980,123000,1,heal
Arathi basin,Horde,Warrior,7,4,36,101000,30597,1,dps
Arathi basin,Alliance,Monk,0,6,12,8733,67223,0,heal
Arathi basin,Horde,Druid,0,1,57,18015,12833,1,dps
Arathi basin,Alliance,Priest,2,7,20,42191,130000,0,heal
Battle for Gilneas,Horde,Priest,0,1,23,16714,128000,1,heal
Battle for Gilneas,Alliance,Rogue,0,1,0,2277,1177,0,dps
Battle for Gilneas,Alliance,Hunter,0,4,1,22974,10899,0,dps
Battle for Gilneas,Alliance,Death Knight,4,5,7,83759,24597,0,dps
Battle for Gilneas,Alliance,Death Knight,0,3,4,45332,14176,0,dps
Battle for Gilneas,Alliance,Warlock,0,2,2,18863,15565,0,dps
Battle for Gilneas,Horde,Shaman,2,1,11,21257,7990,1,dps
Battle for Gilneas,Horde,Shaman,0,1,25,9666,56712,1,heal
Battle for Gilneas,Horde,Mage,11,0,30,72913,3994,1,dps
Battle for Gilneas,Horde,Rogue,3,2,19,48875,12151,1,dps
Battle for Gilneas,Horde,Warlock,4,0,20,33520,30546,1,dps
Battle for Gilneas,Alliance,Warrior,1,5,2,34095,11427,0,dps
Battle for Gilneas,Alliance,Warlock,1,3,2,70149,46467,0,dps
Battle for Gilneas,Horde,Druid,6,0,21,94964,10202,1,dps
Battle for Gilneas,Horde,Paladin,3,1,23,46384,15068,1,dps
Battle for Gilneas,Horde,Warlock,2,1,12,20383,7045,1,dps
Battle for Gilneas,Horde,Shaman,0,0,24,18160,61305,1,heal
Battle for Gilneas,Alliance,Paladin,1,1,2,21499,6360,0,dps
Battle for Gilneas,Alliance,Mage,0,0,0,17486,3513,0,dps
Battle for Gilneas,Alliance,Druid,5,0,30,71826,236,1,dps
Battle for Gilneas,Horde,Monk,1,1,4,52319,38382,0,dps
Battle for Gilneas,Alliance,Shaman,1,0,28,31529,85010,1,heal
Battle for Gilneas,Horde,Shaman,0,0,3,16606,3778,0,dps
Battle for Gilneas,Horde,Warlock,0,2,3,43464,12174,0,dps
Battle for Gilneas,Horde,Rogue,1,5,3,28011,1176,0,dps
Battle for Gilneas,Alliance,Paladin,1,0,26,3032,108000,1,heal
Battle for Gilneas,Alliance,Monk,6,1,27,67790,14150,1,dps
Battle for Gilneas,Horde,Shaman,0,7,3,16419,73464,0,heal
Battle for Gilneas,Alliance,Shaman,5,2,27,106000,16270,1,dps
Battle for Gilneas,Alliance,Druid,1,0,30,5011,119000,1,heal
Battle for Gilneas,Alliance,Druid,1,0,30,32690,3829,1,dps
Battle for Gilneas,Alliance,Hunter,8,0,30,89493,8159,1,dps
Battle for Gilneas,Horde,Rogue,0,4,2,12436,9776,0,dps
Battle for Gilneas,Alliance,Death Knight,2,0,4,19681,21962,1,dps
Battle for Gilneas,Horde,Death Knight,1,4,4,34195,4936,0,dps
Battle for Gilneas,Alliance,Hunter,4,1,28,53452,3194,1,dps
Battle for Gilneas,Horde,Druid,0,2,4,55026,29654,0,dps
Battle for Gilneas,Horde,Death Knight,0,5,3,71937,18736,0,dps
Battle for Gilneas,Horde,Druid,0,1,4,820,72920,0,heal
Deepwind gorge,Alliance,Priest,7,2,43,146000,39844,1,dps
Deepwind gorge,Alliance,Hunter,2,2,41,106000,11815,1,dps
Deepwind gorge,Alliance,Druid,0,1,43,17395,192000,1,heal
Deepwind gorge,Alliance,Druid,2,3,42,69850,18514,1,dps
Deepwind gorge,Horde,Monk,0,0,5,195,42834,0,heal
Deepwind gorge,Horde,Paladin,2,6,23,111000,27394,0,dps
Deepwind gorge,Horde,Demon Hunter,1,5,21,20160,2291,0,dps
Deepwind gorge,Alliance,Warlock,2,3,36,48667,20738,1,dps
Deepwind gorge,Alliance,Shaman,14,4,43,131000,18197,1,dps
Deepwind gorge,Alliance,Druid,3,2,34,82854,4483,1,dps
Deepwind gorge,Horde,Hunter,9,3,27,60591,11823,0,dps
Deepwind gorge,Alliance,Hunter,8,3,44,99671,13983,1,dps
Deepwind gorge,Alliance,Priest,0,3,44,13343,108000,1,heal
Deepwind gorge,Horde,Hunter,7,3,25,92607,13008,0,dps
Deepwind gorge,Alliance,Warlock,3,2,41,85316,40312,1,dps
Deepwind gorge,Horde,Druid,0,3,22,8215,153000,0,heal
Deepwind gorge,Horde,Hunter,0,5,20,66474,12890,0,dps
Deepwind gorge,Alliance,Demon Hunter,6,3,32,58659,20013,1,dps
Deepwind gorge,Horde,Paladin,4,4,25,136000,20361,0,dps
Deepwind gorge,Horde,Druid,3,1,22,35621,19489,0,dps
Deepwind gorge,Horde,Monk,0,2,27,15464,241000,0,heal
Deepwind gorge,Alliance,Druid,3,3,34,57157,8669,1,dps
Deepwind gorge,Horde,Druid,2,3,19,41436,11302,0,dps
Deepwind gorge,Horde,Shaman,2,5,24,129000,10799,0,dps
Deepwind gorge,Horde,Shaman,0,2,24,573,106000,0,heal
Deepwind gorge,Alliance,Druid,0,4,19,38108,8147,1,dps
Deepwind gorge,Alliance,Shaman,0,1,44,11584,123000,1,heal
Deepwind gorge,Horde,Priest,2,5,21,92870,24650,0,dps
Deepwind gorge,Alliance,Mage,2,2,32,40445,26269,1,dps
Eye of the storm,Alliance,Mage,2,7,9,29411,10153,0,dps
Eye of the storm,Alliance,Warrior,1,3,10,22007,4419,0,dps
Eye of the storm,Alliance,Rogue,0,3,12,22881,5302,0,dps
Eye of the storm,Horde,Priest,0,0,57,7968,89357,1,heal
Eye of the storm,Horde,Demon Hunter,6,2,48,66780,20119,1,dps
Eye of the storm,Horde,Warrior,0,2,34,10040,4784,1,dps
Eye of the storm,Horde,Shaman,3,0,60,47251,15344,1,dps
Eye of the storm,Horde,Warrior,1,2,53,26009,27560,1,dps
Eye of the storm,Alliance,Rogue,1,8,11,51860,21382,0,dps
Eye of the storm,Horde,Paladin,3,2,38,30684,6895,1,dps
Eye of the storm,Horde,Priest,6,0,57,105000,29364,1,dps
Eye of the storm,Alliance,Priest,0,3,16,16943,183000,0,heal
Eye of the storm,Horde,Paladin,11,2,55,75810,21109,1,dps
Eye of the storm,Horde,Shaman,7,1,55,104000,12231,1,dps
Eye of the storm,Alliance,Priest,0,4,14,13302,92997,0,heal
Eye of the storm,Horde,Shaman,0,2,55,7738,97421,1,heal
Eye of the storm,Alliance,Demon Hunter,0,6,12,44667,7825,0,dps
Eye of the storm,Alliance,Warrior,1,5,14,53302,15319,0,dps
Eye of the storm,Alliance,Mage,2,3,11,19033,16219,0,dps
Eye of the storm,Horde,Death Knight,1,1,53,42748,20409,1,dps
Eye of the storm,Alliance,Priest,3,2,13,116000,30721,0,dps
Eye of the storm,Alliance,Hunter,1,7,11,51585,12988,0,dps
Eye of the storm,Horde,Druid,0,2,49,5128,52538,1,heal
Eye of the storm,Horde,Priest,6,1,41,37008,9052,1,dps
Eye of the storm,Alliance,Mage,0,1,0,6633,1210,0,dps
Eye of the storm,Horde,Shaman,8,1,56,80066,9329,1,dps
Eye of the storm,Horde,Mage,2,0,55,73018,3756,1,dps
Eye of the storm,Alliance,Warlock,5,6,10,83664,43580,0,dps
Eye of the storm,Horde,Priest,0,2,59,14530,193000,1,heal
Eye of the storm,Horde,Warrior,10,7,51,88288,10991,1,dps
Eye of the storm,Alliance,Warlock,7,3,47,104000,9936,0,dps
Eye of the storm,Alliance,Mage,1,5,41,41254,12295,0,dps
Eye of the storm,Alliance,Druid,1,2,46,7982,226000,0,heal
Eye of the storm,Alliance,Warlock,2,4,38,49345,15896,0,dps
Eye of the storm,Alliance,Mage,2,8,42,101000,27010,0,dps
Eye of the storm,Alliance,Hunter,2,5,42,56800,10894,0,dps
Eye of the storm,Horde,Shaman,0,4,46,16032,164000,1,heal
Eye of the storm,Horde,Demon Hunter,6,4,56,145000,21406,1,dps
Eye of the storm,Horde,Rogue,7,3,56,73026,18842,1,dps
Eye of the storm,Horde,Warlock,5,7,47,228000,92274,1,dps
Eye of the storm,Horde,Paladin,1,2,42,21206,93597,1,heal
Eye of the storm,Horde,Rogue,3,6,52,82185,18296,1,dps
Eye of the storm,Alliance,Warrior,6,4,36,40114,4843,0,dps
Eye of the storm,Alliance,Warlock,5,3,44,115000,44827,0,dps
Eye of the storm,Horde,Warlock,7,1,51,84700,36661,1,dps
Eye of the storm,Horde,Paladin,0,4,52,18200,17035,1,dps
Eye of the storm,Horde,Death Knight,9,6,54,141000,36031,1,dps
Eye of the storm,Alliance,Monk,0,3,44,5431,276000,0,heal
Eye of the storm,Alliance,Demon Hunter,2,7,42,55314,7761,0,dps
Eye of the storm,Alliance,Warrior,11,7,41,116000,29467,0,dps
Eye of the storm,Horde,Mage,8,3,56,82666,13862,1,dps
Eye of the storm,Alliance,Rogue,5,4,39,56148,20349,0,dps
Eye of the storm,Alliance,Hunter,8,3,49,200000,19679,0,dps
Eye of the storm,Horde,Mage,2,4,55,58913,7631,1,dps
Eye of the storm,Alliance,Rogue,1,5,35,31233,2387,0,dps
Eye of the storm,Horde,Demon Hunter,1,1,39,25934,3922,1,dps
Eye of the storm,Horde,Rogue,7,2,46,75119,7590,1,dps
Eye of the storm,Alliance,Druid,0,4,34,5623,70676,0,heal
Satrnd of the ancients,Alliance,Death Knight,13,7,77,186000,48693,1,dps
Satrnd of the ancients,Alliance,Hunter,2,6,70,58205,17034,1,dps
Satrnd of the ancients,Horde,Mage,6,4,39,83233,9619,0,dps
Satrnd of the ancients,Alliance,Paladin,9,3,69,154000,53475,1,dps
Satrnd of the ancients,Alliance,Warrior,7,2,46,39960,7294,1,dps
Satrnd of the ancients,Alliance,Hunter,9,1,68,145000,15349,1,dps
Satrnd of the ancients,Horde,Mage,9,6,43,125000,24396,0,dps
Satrnd of the ancients,Alliance,Warlock,8,1,71,136000,29221,1,dps
Satrnd of the ancients,Horde,Hunter,2,5,41,145000,10732,0,dps
Satrnd of the ancients,Alliance,Priest,2,3,66,54011,209000,1,heal
Satrnd of the ancients,Alliance,Druid,5,6,64,193000,16712,1,dps
Satrnd of the ancients,Horde,Hunter,4,4,33,79672,11254,0,dps
Satrnd of the ancients,Horde,Priest,1,5,34,42579,133000,0,heal
Satrnd of the ancients,Horde,Shaman,1,9,44,32136,151000,0,heal
Satrnd of the ancients,Alliance,Druid,7,3,77,114000,16051,1,dps
Satrnd of the ancients,Horde,Demon Hunter,9,3,39,125000,18580,0,dps
Satrnd of the ancients,Horde,Death Knight,2,2,19,40455,13849,0,dps
Satrnd of the ancients,Alliance,Mage,6,3,76,92956,13690,1,dps
Satrnd of the ancients,Alliance,Death Knight,4,5,76,29652,24615,1,dps
Satrnd of the ancients,Horde,Demon Hunter,7,8,40,157000,19520,0,dps
Satrnd of the ancients,Horde,Mage,2,1,21,25913,579,0,dps
Satrnd of the ancients,Alliance,Mage,5,4,67,111000,38155,1,dps
Satrnd of the ancients,Horde,Warrior,0,1,15,33844,47712,0,dps
Satrnd of the ancients,Horde,Druid,1,3,40,33489,189000,0,heal
Satrnd of the ancients,Alliance,Druid,0,3,69,31732,150000,1,heal
Satrnd of the ancients,Alliance,Mage,1,5,54,63203,8862,1,dps
Satrnd of the ancients,Horde,Priest,0,6,39,1674,234000,0,heal
Satrnd of the ancients,Horde,Warrior,0,4,23,62816,8733,0,dps
Satrnd of the ancients,Alliance,Monk,0,3,78,726,223000,1,heal
Satrnd of the ancients,Horde,Death Knight,3,7,34,128000,25293,0,dps
Silvershard mines,Alliance,Hunter,1,7,13,71930,15065,0,dps
Silvershard mines,Alliance,Hunter,6,2,17,55144,10838,0,dps
Silvershard mines,Horde,Shaman,4,0,35,78403,9634,1,dps
Silvershard mines,Alliance,Shaman,0,2,12,17566,12109,0,dps
Silvershard mines,Alliance,Druid,0,1,13,417,49145,0,heal
Silvershard mines,Horde,Shaman,0,2,36,9710,75893,1,heal
Silvershard mines,Alliance,Rogue,4,1,17,20908,17645,0,dps
Silvershard mines,Horde,Warrior,8,2,32,50497,15763,1,dps
Silvershard mines,Horde,Shaman,3,3,31,45926,10094,1,dps
Silvershard mines,Alliance,Paladin,3,5,14,74845,39561,0,dps
Silvershard mines,Horde,Shaman,5,0,36,62710,13916,1,dps
Silvershard mines,Horde,Priest,1,2,37,27624,71874,1,heal
Silvershard mines,Alliance,Warlock,3,6,15,45038,23964,0,dps
Silvershard mines,Horde,Shaman,7,1,36,76833,13540,1,dps
Silvershard mines,Horde,Rogue,1,3,29,23179,2964,1,dps
Silvershard mines,Alliance,Hunter,1,5,15,23957,9890,0,dps
Silvershard mines,Alliance,Paladin,0,5,13,2644,54330,0,heal
Silvershard mines,Horde,Hunter,3,4,27,39427,5921,1,dps
Silvershard mines,Horde,Warrior,7,1,36,36945,4682,1,dps
Silvershard mines,Alliance,Rogue,1,2,6,22267,10227,0,dps
Silvershard mines,Alliance,Rogue,0,5,5,27936,10576,0,dps
Silvershard mines,Horde,Paladin,0,0,26,16878,107000,1,heal
Silvershard mines,Alliance,Druid,0,4,8,4065,146000,0,heal
Silvershard mines,Horde,Priest,0,3,21,3335,76958,1,heal
Silvershard mines,Horde,Druid,4,0,26,121000,20637,1,dps
Silvershard mines,Alliance,Paladin,0,2,6,23786,13721,0,dps
Silvershard mines,Alliance,Shaman,3,1,5,33530,1877,0,dps
Silvershard mines,Horde,Warlock,5,1,21,33823,27244,1,dps
Silvershard mines,Alliance,Mage,0,3,7,55174,13978,0,dps
Silvershard mines,Horde,Shaman,0,1,25,23240,72178,1,heal
Silvershard mines,Horde,Druid,2,1,23,117000,4158,1,dps
Silvershard mines,Horde,Warrior,8,1,24,64703,9283,1,dps
Silvershard mines,Alliance,Druid,2,1,8,46208,6780,0,dps
Silvershard mines,Horde,Hunter,4,0,22,40768,7504,1,dps
Silvershard mines,Alliance,Mage,0,4,5,50969,8571,0,dps
Silvershard mines,Alliance,Priest,1,2,7,23690,99306,0,heal
Silvershard mines,Horde,Mage,1,2,20,31486,19549,1,dps
Silvershard mines,Alliance,Priest,0,1,0,10283,2194,0,dps
Silvershard mines,Horde,Warrior,1,1,24,21874,5318,1,dps
Temple of Kotmogu,Horde,Mage,9,0,46,54490,6353,1,dps
Temple of Kotmogu,Alliance,Warrior,1,7,23,25928,1338,0,dps
Temple of Kotmogu,Alliance,Shaman,0,4,10,24232,7826,0,dps
Temple of Kotmogu,Alliance,Paladin,5,5,25,75148,14018,0,dps
Temple of Kotmogu,Horde,Shaman,1,4,43,21173,80209,1,heal
Temple of Kotmogu,Horde,Demon Hunter,3,3,41,51042,8672,1,dps
Temple of Kotmogu,Horde,Priest,1,0,46,3979,143000,1,heal
Temple of Kotmogu,Alliance,Mage,1,1,30,86365,25244,0,dps
Temple of Kotmogu,Horde,Demon Hunter,11,4,40,68546,9218,1,dps
Temple of Kotmogu,Horde,Warlock,8,3,40,74327,27260,1,dps
Temple of Kotmogu,Horde,Monk,0,2,42,923,98697,1,heal
Temple of Kotmogu,Horde,Mage,6,6,36,71340,4595,1,dps
Temple of Kotmogu,Horde,Priest,1,2,43,5642,67232,1,heal
Temple of Kotmogu,Horde,Druid,4,5,36,55777,7151,1,dps
Temple of Kotmogu,Alliance,Rogue,1,5,26,8452,10643,0,dps
Temple of Kotmogu,Alliance,Hunter,8,5,25,129000,10846,0,dps
Temple of Kotmogu,Alliance,Druid,1,6,20,37121,7107,0,dps
Temple of Kotmogu,Alliance,Priest,2,3,29,41328,13275,0,dps
Temple of Kotmogu,Alliance,Rogue,3,8,20,63752,10578,0,dps
Temple of Kotmogu,Alliance,Monk,7,1,29,89522,39455,0,dps
Twin peaks,Horde,Rogue,0,6,11,22883,3201,0,dps
Twin peaks,Horde,Warlock,2,4,10,55228,17249,0,dps
Twin peaks,Horde,Priest,2,4,10,81494,24812,0,dps
Twin peaks,Horde,Warlock,1,2,11,60947,12899,0,dps
Twin peaks,Horde,Hunter,1,3,6,23428,8274,0,dps
Twin peaks,Horde,Shaman,0,5,9,17290,76949,0,heal
Twin peaks,Alliance,Monk,0,2,25,263,121000,1,heal
Twin peaks,Alliance,Hunter,8,0,26,82068,11183,1,dps
Twin peaks,Horde,Paladin,0,1,11,17940,133000,0,heal
Twin peaks,Alliance,Hunter,2,1,27,57626,13050,1,dps
Twin peaks,Alliance,Monk,1,0,32,8438,104000,1,heal
Twin peaks,Horde,Paladin,0,0,0,1166,12032,0,heal
Twin peaks,Horde,Warrior,0,4,5,17016,4945,0,dps
Twin peaks,Alliance,Rogue,4,2,25,49189,5540,1,dps
Twin peaks,Horde,Shaman,5,3,10,72566,21299,0,dps
Twin peaks,Alliance,Death Knight,3,1,31,94728,18165,1,dps
Twin peaks,Alliance,Warrior,8,2,29,39532,6868,1,dps
Twin peaks,Alliance,Paladin,0,2,28,17042,5988,1,dps
Twin peaks,Alliance,Demon Hunter,4,0,32,81799,11032,1,dps
Twin peaks,Alliance,Warlock,2,1,26,44164,24206,1,dps
Warsong gulch,Alliance,Warrior,0,3,6,9164,636,0,dps
Warsong gulch,Horde,Warrior,14,1,48,64805,9455,1,dps
Warsong gulch,Horde,Priest,10,0,52,56631,5181,1,dps
Warsong gulch,Horde,Druid,9,1,52,73112,5871,1,dps
Warsong gulch,Horde,Priest,1,2,48,9707,3672,1,dps
Warsong gulch,Alliance,Demon Hunter,0,3,2,11200,749,0,dps
Warsong gulch,Alliance,Rogue,0,1,2,10706,1982,0,dps
Warsong gulch,Alliance,Hunter,0,3,1,8391,4249,0,dps
Warsong gulch,Horde,Death Knight,2,1,31,11288,3322,1,dps
Warsong gulch,Alliance,Warrior,0,4,2,11740,327,0,dps
Warsong gulch,Horde,Shaman,0,0,28,9784,33472,1,heal
Warsong gulch,Alliance,Warlock,0,5,5,20616,11421,0,dps
Warsong gulch,Alliance,Druid,1,2,1,8825,679,0,dps
Warsong gulch,Horde,Monk,0,0,52,442,80825,1,heal
Warsong gulch,Horde,Priest,10,0,52,65660,4364,1,dps
Warsong gulch,Alliance,Hunter,3,4,6,27231,10866,0,dps
Warsong gulch,Horde,Mage,3,2,38,29408,7570,1,dps
Warsong gulch,Alliance,Hunter,0,4,1,12773,3513,0,dps
Warsong gulch,Horde,Death Knight,4,1,48,44704,12882,1,dps
Warsong gulch,Alliance,Warrior,2,2,45,62198,15738,1,dps
Warsong gulch,Alliance,Mage,6,2,41,53964,13859,1,dps
Warsong gulch,Alliance,Mage,2,2,41,89857,22827,1,dps
Warsong gulch,Alliance,Demon Hunter,6,0,39,65097,16181,1,dps
Warsong gulch,Alliance,Death Knight,2,0,45,76273,27807,1,dps
Warsong gulch,Alliance,Paladin,5,1,45,100000,22952,1,dps
Warsong gulch,Alliance,Warlock,7,1,43,131000,29459,1,dps
Warsong gulch,Horde,Druid,4,7,9,62211,1636,0,dps
Warsong gulch,Horde,Shaman,1,6,6,11856,47842,0,heal
Warsong gulch,Horde,Mage,0,4,6,3788,9701,0,dps
Warsong gulch,Horde,Paladin,0,5,4,28837,5500,0,dps
Warsong gulch,Horde,Death Knight,0,2,7,56258,17548,0,dps
Warsong gulch,Alliance,Monk,1,0,44,2996,64708,1,heal
Warsong gulch,Horde,Shaman,2,8,7,87382,7987,0,dps
Warsong gulch,Horde,Monk,0,2,9,579,206000,0,heal
Warsong gulch,Horde,Demon Hunter,0,2,7,12102,2249,0,dps
Warsong gulch,Horde,Priest,0,4,8,52123,8011,0,dps
Warsong gulch,Horde,Druid,0,3,9,3151,92324,0,heal
Warsong gulch,Alliance,Paladin,0,1,40,3060,47377,1,heal
Warsong gulch,Alliance,Warrior,12,0,46,54988,14657,1,dps
Warsong gulch,Horde,Monk,0,2,8,11602,141000,1,heal
Warsong gulch,Horde,Paladin,5,1,14,100000,23696,1,dps
Warsong gulch,Horde,Warlock,3,2,13,86509,56155,1,dps
Warsong gulch,Alliance,Death Knight,1,2,23,91941,21368,0,dps
Warsong gulch,Horde,Warlock,2,4,11,87058,65324,1,dps
Warsong gulch,Horde,Shaman,2,5,8,27921,128000,1,heal
Warsong gulch,Horde,Priest,1,0,16,18014,122000,1,heal
Warsong gulch,Alliance,Death Knight,2,1,23,120000,18291,0,dps
Warsong gulch,Horde,Demon Hunter,0,4,6,52462,56238,1,dps
Warsong gulch,Horde,Shaman,1,3,13,21779,86327,1,heal
Warsong gulch,Alliance,Paladin,1,0,13,6973,86937,0,heal
Warsong gulch,Horde,Monk,0,4,8,5871,124000,1,heal
Warsong gulch,Alliance,Warlock,1,3,22,137000,22392,0,dps
Warsong gulch,Alliance,Mage,8,0,24,124000,22516,0,dps
Warsong gulch,Alliance,Priest,2,0,23,41907,127000,0,heal
Warsong gulch,Alliance,Mage,2,4,14,80581,27412,0,dps
Warsong gulch,Alliance,Death Knight,3,2,22,96812,24983,0,dps
Warsong gulch,Alliance,Death Knight,1,4,23,69035,19307,0,dps
Warsong gulch,Horde,Hunter,5,4,11,82922,23097,1,dps
Warsong gulch,Alliance,Druid,6,3,23,185000,17901,0,dps
Warsong gulch,Horde,Demon Hunter,2,0,31,49668,22632,1,dps
Warsong gulch,Alliance,Priest,0,1,8,11519,6959,0,dps
Warsong gulch,Alliance,Paladin,0,2,8,23509,8402,0,dps
Warsong gulch,Horde,Mage,4,0,32,80971,4139,1,dps
Warsong gulch,Horde,Hunter,5,2,30,89563,10763,1,dps
Warsong gulch,Alliance,Mage,1,0,1,12533,0,0,dps
